[Tag 0 SN Range]Time from start of file (s),[Tag 0 SN Range]Time from start of region (s),[Tag 0 SN Range]Time (GPS s),[Tag 0 SN Range]Seconds from midnight Sunday (),[Tag 0 SN Range]Hunter heading (deg),[Tag 0 SN Range]Number of targets (),[Tag 0 SN Range]Target 1 range forward (m),[Tag 0 SN Range]Target 1 range lateral (m),[Tag 0 SN Range]Target 1 range horizontal (m),[Tag 0 SN Range]Target 1 angle to target (deg),[Tag 0 SN Range]Target 1 range velocity forward (m/s),[Tag 0 SN Range]Target 1 range velocity lateral (m/s),[Tag 0 SN Range]Target 1 time to collision forward (),[Tag 0 SN Range]Target 1 time to collision lateral (),[Tag 0 SN Range]Target 1 time gap forward (),[Tag 1 SN Target1 ]Time from start of file (s),[Tag 1 SN Target1 ]Time from start of region (s),[Tag 1 SN Target1 ]Time (),[Tag 1 SN Target1 ]Seconds from midnight Sunday (),[Tag 1 SN Target1 ]Time from initialisation (s),[Tag 1 SN Target1 ]Latitude (deg),[Tag 1 SN Target1 ]Longitude (deg),[Tag 1 SN Target1 ]Altitude (m),[Tag 1 SN Target1 ]Distance horizontal (m),[Tag 1 SN Target1 ]Velocity forward (m/s),[Tag 1 SN Target1 ]Velocity lateral (m/s),[Tag 1 SN Target1 ]Velocity down (m/s),[Tag 1 SN Target1 ]Speed horizontal (m/s),[Tag 1 SN Target1 ]Number of GPS satellites used (),[Tag 1 SN Target1 ]GPS position mode (),[Tag 1 SN Target1 ]GPS velocity mode (),[Tag 1 SN Target1 ]GPS dual antenna attitude mode (),[Tag 1 SN Target1 ]Heading (deg),[Tag 1 SN Target1 ]Pitch (deg),[Tag 1 SN Target1 ]Roll (deg),[Tag 1 SN Target1 ]Slip angle (deg),[Tag 1 SN Target1 ]Angular rate forward (deg/s),[Tag 1 SN Target1 ]Angular rate lateral (deg/s),[Tag 1 SN Target1 ]Angular rate down (deg/s),[Tag 1 SN Target1 ]Angular rate Xv (deg/s),[Tag 1 SN Target1 ]Angular rate Yv (deg/s),[Tag 1 SN Target1 ]Angular rate Zv (deg/s),[Tag 1 SN Target1 ]Acceleration forward (m/s²),[Tag 1 SN Target1 ]Acceleration lateral (m/s²),[Tag 1 SN Target1 ]Acceleration down (m/s²),[Tag 1 SN Target1 ]Acceleration Xv (m/s²),[Tag 1 SN Target1 ]Acceleration Yv (m/s²),[Tag 1 SN Target1 ]Acceleration Zv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Time from start of file (s),[Tag 2 SN40075 Hunter Real-Time]Time from start of region (s),[Tag 2 SN40075 Hunter Real-Time]Time (),[Tag 2 SN40075 Hunter Real-Time]Seconds from midnight Sunday (),[Tag 2 SN40075 Hunter Real-Time]Time from initialisation (s),[Tag 2 SN40075 Hunter Real-Time]Latitude (deg),[Tag 2 SN40075 Hunter Real-Time]Longitude (deg),[Tag 2 SN40075 Hunter Real-Time]Altitude (m),[Tag 2 SN40075 Hunter Real-Time]Distance horizontal (m),[Tag 2 SN40075 Hunter Real-Time]Velocity forward (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity lateral (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity down (m/s),[Tag 2 SN40075 Hunter Real-Time]Speed horizontal (m/s),[Tag 2 SN40075 Hunter Real-Time]Number of GPS satellites used (),[Tag 2 SN40075 Hunter Real-Time]GPS position mode (),[Tag 2 SN40075 Hunter Real-Time]GPS velocity mode (),[Tag 2 SN40075 Hunter Real-Time]GPS dual antenna attitude mode (),[Tag 2 SN40075 Hunter Real-Time]Heading (deg),[Tag 2 SN40075 Hunter Real-Time]Pitch (deg),[Tag 2 SN40075 Hunter Real-Time]Roll (deg),[Tag 2 SN40075 Hunter Real-Time]Slip angle (deg),[Tag 2 SN40075 Hunter Real-Time]Angular rate forward (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate lateral (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate down (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Xv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Yv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Zv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Acceleration forward (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration lateral (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration down (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Xv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Yv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Zv (m/s²)
14.93,13.94,1260315505,517104.93,67.77,1,3.982,-1.679,4.321500318,-22.86259469,0.08,-0.98,,-1.713265306,,23.93,23.86,1.26E+18,517104.93,23.85,38.01658854,-122.0125311,0.100000001,6.025929198,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.93,13.94,1.26E+18,517104.93,13.92,38.01655965,-122.0125659,24.90560341,41.97244889,-0.001668027,-0.007812022,-0.0044,0.007988116,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76595297,1.486367112,-0.352311748,,0.084523369,0.100648418,-0.033763021,0.085370711,0.100840572,-0.030939721,0.022124704,-0.288619668,-10.21943089,0.2872,-0.2258,-10.217
14.94,13.95,1260315505,517104.94,67.77,1,3.982,-1.689,4.325395358,-22.98465201,0.07,-0.99,,-1.706060606,,23.94,23.87,1.26E+18,517104.94,23.86,38.01658862,-122.0125311,0.100000001,6.035929788,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.94,13.95,1.26E+18,517104.94,13.93,38.01655965,-122.0125659,24.90556526,41.97253171,-0.001403229,-0.008459961,-0.0024,0.008575547,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76646863,1.486882774,-0.352369044,,-0.021922097,0.056988137,-0.049646632,-0.020626481,0.05729578,-0.049847328,0.022550923,-0.078683291,-9.594413142,0.2715,-0.0197,-9.5909
14.95,13.96,1260315505,517104.95,67.77,1,3.983,-1.699,4.330229786,-23.10129654,0.08,-0.99,,-1.716161616,,23.95,23.88,1.26E+18,517104.95,23.87,38.01658871,-122.0125311,0.100000001,6.04593014,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.95,13.96,1.26E+18,517104.95,13.94,38.01655965,-122.0125659,24.90558815,41.97257862,-0.000635115,0.000496617,-0.0019,0.000806226,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76790102,1.48734114,-0.352712819,,-0.028981298,0.044415162,0.142049934,-0.032658594,0.043544792,0.141520575,0.074936988,0.888500805,-9.754485819,0.3281,0.9485,-9.7436
14.96,13.97,1260315505,517104.96,67.77,1,3.984,-1.709,4.335082121,-23.21768043,0.08,-0.99,,-1.726262626,,23.96,23.89,1.26E+18,517104.96,23.88,38.0165888,-122.0125312,0.100000001,6.055930491,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.96,13.97,1.26E+18,517104.96,13.95,38.01655965,-122.0125659,24.90559959,41.97264663,-0.000609281,-0.012780797,-0.0014,0.012795312,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76652592,1.487684915,-0.351853382,,0.082324917,0.030091176,-0.140454894,0.085943669,0.030939721,-0.138082829,0.005158319,-1.318881339,-9.75050513,0.2583,-1.259,-9.755
14.97,13.98,1260315505,517104.97,67.77,1,3.985,-1.719,4.339952304,-23.33380359,0.07,-1.01,,-1.701980198,,23.97,23.9,1.26E+18,517104.97,23.89,38.01658888,-122.0125312,0.100000001,6.065930604,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.97,13.98,1.26E+18,517104.97,13.96,38.01655964,-122.0125659,24.90555382,41.97273307,0.00010806,-0.004493142,-0.0014,0.004494441,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76784373,1.487971394,-0.35173879,,-0.003724139,0.031143145,0.033148871,-0.004583662,0.030939721,0.033231552,0.0692366,0.810082556,-9.800360212,0.3237,0.8702,-9.7901
14.98,13.99,1260315505,517104.98,67.77,1,3.985,-1.729,4.343922881,-23.45491476,0.08,-0.97,,-1.782474227,,23.98,23.91,1.26E+18,517104.98,23.9,38.01658897,-122.0125312,0.100000001,6.075931194,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.98,13.99,1.26E+18,517104.98,13.97,38.01655964,-122.0125659,24.90553093,41.97276938,0.000466142,-0.0027263,0.0027,0.002765863,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76858857,1.487398436,-0.352254452,,-0.049107092,-0.062010904,0.073301701,-0.050993244,-0.0624524,0.071619724,0.033688316,0.178025824,-9.385608652,0.2773,0.2357,-9.3803
14.99,14,1260315505,517104.99,67.77,1,3.986,-1.74,4.349229357,-23.58260937,0.07,-1,,-1.74,,23.99,23.92,1.26E+18,517104.99,23.91,38.01658905,-122.0125313,0.100000001,6.085931546,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14,1.26E+18,517104.99,13.98,38.01655964,-122.0125659,24.90559959,41.97281377,0.000751188,-0.006066772,-0.0071,0.006113101,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76864587,1.488830831,-0.351681495,,0.06195553,0.138681309,0.002123496,0.061879442,0.138655786,0.004583662,0.022731701,-0.333744997,-10.77958418,0.3028,-0.2676,-10.7772
15,14.01,1260315505,517105,67.77,1,3.987,-1.75,4.354155372,-23.69794396,0.07,-1,,-1.75,,24,23.93,1.26E+18,517105,23.92,38.01658914,-122.0125313,0.100000001,6.095931897,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15,14.01,1.26E+18,517105,13.99,38.01655964,-122.0125659,24.90551376,41.97290458,0.000703156,-0.012028116,0.0029,0.012048651,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.7682448,1.48802869,-0.352311748,,-0.079059682,-0.075303986,-0.131029799,-0.075630429,-0.074484513,-0.133499166,-0.000769307,-0.616616212,-8.801923069,0.2278,-0.5625,-8.8026
15.01,14.02,1260315505,517105.01,67.77,1,3.987,-1.76,4.35818414,-23.81832545,0.07,-0.99,,-1.777777778,,24.01,23.94,1.26E+18,517105.01,23.93,38.01658922,-122.0125313,0.100000001,6.105932249,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.01,14.02,1.26E+18,517105.01,14,38.01655964,-122.0125659,24.90553093,41.97298965,0.001113381,-0.004838428,-0.0014,0.004964877,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76853128,1.488143281,-0.352483636,,-0.015957031,0.00989519,0.025572775,-0.016615776,0.009740283,0.025210143,0.039630036,0.721728104,-10.22651187,0.3052,0.7846,-10.2174
15.02,14.03,1260315505,517105.02,67.77,1,3.988,-1.77,4.363146113,-23.93315576,0.08,-0.98,,-1.806122449,,24.02,23.95,1.26E+18,517105.02,23.94,38.01658931,-122.0125314,0.100000001,6.1159326,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.02,14.03,1.26E+18,517105.02,14.01,38.01655964,-122.0125659,24.90554047,41.97302143,0.001392537,2.90E-05,-0.0012,0.001392839,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.76984908,1.488200577,-0.352082565,,0.040019547,0.002514543,0.12847944,0.036669299,0.001718873,0.129488462,0.024136857,0.486894409,-9.786704619,0.2783,0.547,-9.7796
15.03,14.04,1260315505,517105.03,67.77,1,3.989,-1.78,4.368125571,-24.04772472,0.07,-0.99,,-1.797979798,,24.03,23.96,1.26E+18,517105.03,23.95,38.01658939,-122.0125314,0.100000001,6.12593319,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.03,14.04,1.26E+18,517105.03,14.02,38.01655964,-122.0125659,24.90550041,41.9730863,0.001144528,-0.011523457,0.0004,0.011580155,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77082311,1.487914098,-0.352311748,,-0.045637837,-0.031137747,-0.124145484,-0.042398877,-0.030366763,-0.125477757,-0.032839516,-1.168686988,-9.640593858,0.2175,-1.1094,-9.6452
15.04,14.05,1260315505,517105.04,67.77,1,3.989,-1.79,4.372210082,-24.16739626,0.07,-1.01,,-1.772277228,,24.04,23.97,1.26E+18,517105.04,23.96,38.01658948,-122.0125314,0.100000001,6.135933303,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.04,14.05,1.26E+18,517105.04,14.03,38.01655964,-122.0125659,24.90552902,41.97318038,0.001390096,-0.007101946,-0.0028,0.007236712,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77059392,1.488257873,-0.352598227,,-0.031120651,0.032478152,-0.028622661,-0.030366763,0.032658594,-0.029220848,0.027008135,0.437411532,-10.11089537,0.2896,0.4996,-10.1039
15.05,14.06,1260315505,517105.05,67.77,1,3.99,-1.801,4.377636463,-24.29339055,0.08,-0.98,,-1.837755102,,24.05,23.98,1.26E+18,517105.05,23.97,38.01658957,-122.0125315,0.100000001,6.145933655,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.05,14.06,1.26E+18,517105.05,14.04,38.01655964,-122.0125659,24.90555191,41.97325217,0.00144486,-0.006971541,-0.0024,0.007119691,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77036474,1.488487056,-0.352139861,,0.049276364,0.021641694,-0.02262049,0.049847328,0.021772396,-0.021199438,0.010756262,0.023085577,-9.768501952,0.2645,0.0831,-9.7646
15.06,14.07,1260315505,517105.06,67.77,1,3.991,-1.81,4.382257523,-24.39526241,0.07,-0.99,,-1.828282828,,24.06,23.99,1.26E+18,517105.06,23.98,38.01658965,-122.0125315,0.100000001,6.155934006,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.06,14.07,1.26E+18,517105.06,14.05,38.01655963,-122.0125659,24.90550613,41.97335157,0.001505897,-0.012672106,0.0011,0.01276127,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77099499,1.487971394,-0.352540931,,-0.060653031,-0.051930031,-0.150565918,-0.056722822,-0.050993244,-0.152406774,-0.004760792,-0.590907094,-9.44500415,0.2405,-0.5328,-9.4454
15.07,14.08,1260315505,517105.07,67.77,1,3.991,-1.82,4.386397269,-24.51422183,0.07,-0.99,,-1.838383838,,24.07,24,1.26E+18,517105.07,23.99,38.01658974,-122.0125316,0.100000001,6.165934596,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.07,14.08,1.26E+18,517105.07,14.06,38.01655963,-122.0125659,24.90552139,41.97342705,0.002178934,-0.000838002,-0.0013,0.002334524,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77208361,1.487914098,-0.352025269,,0.049058138,-0.006818189,0.101363602,0.046409581,-0.007448451,0.102559445,0.0700234,1.177768649,-10.04002905,0.3307,1.2394,-10.0274
15.08,14.09,1260315505,517105.08,67.77,1,3.992,-1.831,4.391881715,-24.63937747,0.08,-0.97,,-1.887628866,,24.08,24.01,1.26E+18,517105.08,24,38.01658982,-122.0125316,0.100000001,6.175934709,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.08,14.09,1.26E+18,517105.08,14.07,38.01655963,-122.0125659,24.90547752,41.97349069,0.002007388,-0.010198549,0.0044,0.010394229,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77105229,1.486768183,-0.35351496,,-0.148786224,-0.119254005,-0.101437132,-0.146104238,-0.118602264,-0.105997192,-0.016452444,-0.935265339,-9.232486432,0.2231,-0.8783,-9.2354
15.09,14.1,1260315505,517105.09,67.77,1,3.993,-1.841,4.396968274,-24.7523879,0.07,-1,,-1.841,,24.09,24.02,1.26E+18,517105.09,24.01,38.01658991,-122.0125316,0.100000001,6.185935061,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.09,14.1,1.26E+18,517105.09,14.08,38.01655963,-122.0125659,24.90542984,41.97355475,0.002414798,-9.35E-05,0.0015,0.002416609,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77420356,1.486137929,-0.352540931,,0.07851227,-0.060044926,0.110099157,0.075630429,-0.060733526,0.11172677,0.041336297,1.000364809,-10.08971206,0.303,1.0624,-10.0789
15.1,14.11,1260315505,517105.1,67.77,1,3.993,-1.851,4.401164619,-24.87061072,0.08,-0.98,,-1.88877551,,24.1,24.03,1.26E+18,517105.1,24.02,38.01658999,-122.0125317,0.100000001,6.195935412,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.1,14.11,1.26E+18,517105.1,14.09,38.01655963,-122.0125659,24.90537453,41.97362047,0.001935375,-0.010551982,0.0055,0.010728001,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77305764,1.48476283,-0.352999298,,-0.040927669,-0.139401509,-0.119590166,-0.037815214,-0.138655786,-0.121467053,-0.053124892,-1.049808379,-9.397789271,0.1904,-0.9919,-9.4023
15.11,14.12,1260315505,517105.11,67.77,1,3.994,-1.862,4.406708522,-24.99490014,0.07,-1.01,,-1.843564356,,24.11,24.04,1.26E+18,517105.11,24.03,38.01659008,-122.0125317,0.100000001,6.205936002,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.11,14.12,1.26E+18,517105.11,14.1,38.01655963,-122.0125659,24.90539932,41.97368612,0.002259508,0.000815244,-0.0019,0.002402082,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77431815,1.484992013,-0.353400368,,-0.042044324,0.019670588,0.124771396,-0.045263666,0.018907607,0.123758884,0.037484281,1.141243231,-10.53935061,0.3106,1.2062,-10.5276
15.12,14.13,1260315505,517105.12,67.77,1,3.995,-1.871,4.411424486,-25.09535715,0.08,-0.98,,-1.909183673,,24.12,24.05,1.26E+18,517105.12,24.04,38.01659016,-122.0125317,0.100000001,6.215936115,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.12,14.13,1.26E+18,517105.12,14.11,38.01655962,-122.0125659,24.90535736,41.97372664,0.00224846,-0.005238743,0.0011,0.005700877,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77615161,1.484590943,-0.35282741,,0.038687351,-0.040742741,-0.01106857,0.03896113,-0.040680003,-0.01031324,-0.002632196,-0.622394249,-9.500168126,0.2435,-0.5639,-9.5007
15.13,14.14,1260315505,517105.13,67.77,1,3.995,-1.882,4.416101108,-25.22460241,0.07,-1.01,,-1.863366337,,24.13,24.06,1.26E+18,517105.13,24.05,38.01659025,-122.0125318,0.100000001,6.225936467,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.13,14.14,1.26E+18,517105.13,14.12,38.01655963,-122.0125659,24.9053421,41.97378573,0.003380223,-0.005100401,0.0015,0.006118823,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77603702,1.484189873,-0.352598227,,0.020329428,-0.041895646,-0.011732034,0.020626481,-0.041825919,-0.011459156,0.111353551,0.015154377,-9.763437735,0.3642,0.0752,-9.757
15.14,14.15,1260315505,517105.14,67.78,1,3.996,-1.892,4.421275834,-25.33631351,0.07,-0.99,,-1.911111111,,24.14,24.07,1.26E+18,517105.14,24.06,38.01659034,-122.0125318,0.100000001,6.235937057,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.14,14.15,1.26E+18,517105.14,14.13,38.01655963,-122.0125659,24.90533447,41.97385403,0.005239607,-0.005420933,0.0019,0.007539231,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77586514,1.483788802,-0.352082565,,0.056177093,-0.046535454,-0.021802872,0.056722822,-0.046409581,-0.020626481,0.183047738,-0.031223132,-9.759504551,0.4357,0.0287,-9.7515
15.15,14.16,1260315505,517105.15,67.78,1,3.997,-1.902,4.426467327,-25.44776301,0.07,-0.99,,-1.921212121,,24.15,24.08,1.26E+18,517105.15,24.07,38.01659042,-122.0125318,0.100000001,6.245937408,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.15,14.16,1.26E+18,517105.15,14.14,38.01655962,-122.0125659,24.90530014,41.97394335,0.007148577,-0.007449688,-0.0006,0.010324728,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77695376,1.483960689,-0.353285776,,-0.140615845,0.02129505,-0.07386531,-0.138655786,0.021772396,-0.077349302,0.18171844,-0.21579284,-10.04523525,0.4418,-0.1539,-10.0383
15.16,14.17,1260315505,517105.16,67.78,1,3.997,-1.912,4.430773409,-25.56453005,0.07,-0.99,,-1.931313131,,24.16,24.09,1.26E+18,517105.16,24.08,38.01659051,-122.0125319,0.100000001,6.25593776,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.16,14.17,1.26E+18,517105.16,14.15,38.01655962,-122.0125659,24.90537834,41.97404344,0.009068802,-0.003424447,-0.0079,0.009693812,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77706835,1.485794154,-0.353171185,,0.00994595,0.179961837,0.007802934,0.009740283,0.179908748,0.009167325,0.190836868,0.403707396,-10.53747955,0.464,0.4686,-10.5263
15.17,14.18,1260315505,517105.17,67.78,1,3.998,-1.923,4.436432463,-25.68711218,0.07,-0.98,,-1.962244898,,24.17,24.1,1.26E+18,517105.17,24.09,38.01659059,-122.0125319,0.100000001,6.265937873,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.17,14.18,1.26E+18,517105.17,14.16,38.01655962,-122.0125659,24.90541267,41.97415151,0.011336273,-0.003686315,-0.0025,0.01192057,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77706835,1.486481704,-0.352942002,,0.022825023,0.070454825,-0.003892266,0.022918312,0.070473809,-0.002864789,0.229728516,-0.029670302,-9.257467492,0.4698,0.0273,-9.2484
15.18,14.19,1260315505,517105.18,67.78,1,3.998,-1.933,4.440776171,-25.8033836,0.06,-0.99,,-1.952525253,,24.18,24.11,1.26E+18,517105.18,24.1,38.01659068,-122.0125319,0.100000001,6.275938463,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.18,14.19,1.26E+18,517105.18,14.17,38.01655962,-122.0125659,24.90546799,41.97429203,0.014317195,-0.007545722,-0.0092,0.016183943,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77787049,1.488773535,-0.352369044,,0.04276995,0.232038584,-0.096537708,0.045263666,0.232620865,-0.093965078,0.287619039,-0.397243209,-10.47216249,0.5596,-0.3329,-10.4634
15.19,14.2,1260315505,517105.19,67.78,1,3.999,-1.943,4.446037562,-25.91379434,0.06,-0.99,,-1.962626263,,24.19,24.12,1.26E+18,517105.19,24.11,38.01659076,-122.012532,0.100000001,6.285938814,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.19,14.2,1.26E+18,517105.19,14.18,38.01655962,-122.0125659,24.90557861,41.9744615,0.017652028,-0.001430351,-0.0114,0.017709884,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77815697,1.49169562,-0.352082565,,0.02475517,0.291806052,0.026219717,0.024064227,0.291635518,0.02864789,0.339782918,0.606116275,-10.01965433,0.6005,0.6676,-10.0035
15.2,14.21,1260315505,517105.2,67.78,1,4,-1.953,4.451315424,-26.02394366,0.06,-0.98,,-1.992857143,,24.2,24.13,1.26E+18,517105.2,24.12,38.01659085,-122.012532,0.100000001,6.295939166,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.2,14.21,1.26E+18,517105.2,14.19,38.01655962,-122.0125659,24.90560913,41.97465326,0.020635234,-0.000535833,-0.0007,0.02064219,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77861533,1.492497761,-0.352311748,,-0.020702115,0.07244498,0.041361512,-0.021772396,0.072192682,0.041252961,0.297180658,0.090701696,-8.727623797,0.5244,0.1443,-8.7162
15.21,14.22,1260315505,517105.21,67.78,1,4,-1.963,4.455711952,-26.13949565,0.06,-1,,-1.963,,24.21,24.14,1.26E+18,517105.21,24.13,38.01659093,-122.012532,0.100000001,6.305939279,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.21,14.22,1.26E+18,517105.21,14.2,38.01655962,-122.0125659,24.9057045,41.97487557,0.023536489,-0.003672013,-0.013,0.023821209,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.77993314,1.495935507,-0.35173879,,0.042138258,0.34989123,-0.03248054,0.042971835,0.350077213,-0.029220848,0.286276001,-0.327743384,-11.02892803,0.5741,-0.2601,-11.0195
15.22,14.23,1260315505,517105.22,67.78,1,4.001,-1.973,4.461023425,-26.2491378,0.05,-1,,-1.973,,24.22,24.15,1.26E+18,517105.22,24.14,38.01659102,-122.0125321,0.100000001,6.315939869,1.000036104,1.56E-05,0,1.000036104,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,0.000896138,0,0,0,0,0,0,0,0,0,0,0,0,15.22,14.23,1.26E+18,517105.22,14.21,38.01655962,-122.0125659,24.90576935,41.97512904,0.026870348,6.61E-05,-0.0069,0.02687043,14,RTK Integer (6),gxInteger (24),RTK Integer (6),67.7803915,1.49834193,-0.352369044,,-0.064149375,0.236905464,0.045500471,-0.065317189,0.236631569,0.045263666,0.335928065,0.375141959,-9.19330795,0.5762,0.4316,-9.1789
