[Tag 0 SN Range]Time from start of file (s),[Tag 0 SN Range]Time from start of region (s),[Tag 0 SN Range]Time (GPS s),[Tag 0 SN Range]Seconds from midnight Sunday (),[Tag 0 SN Range]Hunter heading (deg),[Tag 0 SN Range]Number of targets (),[Tag 0 SN Range]Target 1 range forward (m),[Tag 0 SN Range]Target 1 range lateral (m),[Tag 0 SN Range]Target 1 range horizontal (m),[Tag 0 SN Range]Target 1 angle to target (deg),[Tag 0 SN Range]Target 1 range velocity forward (m/s),[Tag 0 SN Range]Target 1 range velocity lateral (m/s),[Tag 0 SN Range]Target 1 time to collision forward (),[Tag 0 SN Range]Target 1 time to collision lateral (),[Tag 0 SN Range]Target 1 time gap forward (),[Tag 1 SN Target1 ]Time from start of file (s),[Tag 1 SN Target1 ]Time from start of region (s),[Tag 1 SN Target1 ]Time (),[Tag 1 SN Target1 ]Seconds from midnight Sunday (),[Tag 1 SN Target1 ]Time from initialisation (s),[Tag 1 SN Target1 ]Latitude (deg),[Tag 1 SN Target1 ]Longitude (deg),[Tag 1 SN Target1 ]Altitude (m),[Tag 1 SN Target1 ]Distance horizontal (m),[Tag 1 SN Target1 ]Velocity forward (m/s),[Tag 1 SN Target1 ]Velocity lateral (m/s),[Tag 1 SN Target1 ]Velocity down (m/s),[Tag 1 SN Target1 ]Speed horizontal (m/s),[Tag 1 SN Target1 ]Number of GPS satellites used (),[Tag 1 SN Target1 ]GPS position mode (),[Tag 1 SN Target1 ]GPS velocity mode (),[Tag 1 SN Target1 ]GPS dual antenna attitude mode (),[Tag 1 SN Target1 ]Heading (deg),[Tag 1 SN Target1 ]Pitch (deg),[Tag 1 SN Target1 ]Roll (deg),[Tag 1 SN Target1 ]Slip angle (deg),[Tag 1 SN Target1 ]Angular rate forward (deg/s),[Tag 1 SN Target1 ]Angular rate lateral (deg/s),[Tag 1 SN Target1 ]Angular rate down (deg/s),[Tag 1 SN Target1 ]Angular rate Xv (deg/s),[Tag 1 SN Target1 ]Angular rate Yv (deg/s),[Tag 1 SN Target1 ]Angular rate Zv (deg/s),[Tag 1 SN Target1 ]Acceleration forward (m/s²),[Tag 1 SN Target1 ]Acceleration lateral (m/s²),[Tag 1 SN Target1 ]Acceleration down (m/s²),[Tag 1 SN Target1 ]Acceleration Xv (m/s²),[Tag 1 SN Target1 ]Acceleration Yv (m/s²),[Tag 1 SN Target1 ]Acceleration Zv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Time from start of file (s),[Tag 2 SN40075 Hunter Real-Time]Time from start of region (s),[Tag 2 SN40075 Hunter Real-Time]Time (),[Tag 2 SN40075 Hunter Real-Time]Seconds from midnight Sunday (),[Tag 2 SN40075 Hunter Real-Time]Time from initialisation (s),[Tag 2 SN40075 Hunter Real-Time]Latitude (deg),[Tag 2 SN40075 Hunter Real-Time]Longitude (deg),[Tag 2 SN40075 Hunter Real-Time]Altitude (m),[Tag 2 SN40075 Hunter Real-Time]Distance horizontal (m),[Tag 2 SN40075 Hunter Real-Time]Velocity forward (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity lateral (m/s),[Tag 2 SN40075 Hunter Real-Time]Velocity down (m/s),[Tag 2 SN40075 Hunter Real-Time]Speed horizontal (m/s),[Tag 2 SN40075 Hunter Real-Time]Number of GPS satellites used (),[Tag 2 SN40075 Hunter Real-Time]GPS position mode (),[Tag 2 SN40075 Hunter Real-Time]GPS velocity mode (),[Tag 2 SN40075 Hunter Real-Time]GPS dual antenna attitude mode (),[Tag 2 SN40075 Hunter Real-Time]Heading (deg),[Tag 2 SN40075 Hunter Real-Time]Pitch (deg),[Tag 2 SN40075 Hunter Real-Time]Roll (deg),[Tag 2 SN40075 Hunter Real-Time]Slip angle (deg),[Tag 2 SN40075 Hunter Real-Time]Angular rate forward (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate lateral (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate down (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Xv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Yv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Angular rate Zv (deg/s),[Tag 2 SN40075 Hunter Real-Time]Acceleration forward (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration lateral (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration down (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Xv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Yv (m/s²),[Tag 2 SN40075 Hunter Real-Time]Acceleration Zv (m/s²)
1.3,0.31,1260315491,517091.3,69.75,1,44.903,5.839,45.28104824,7.408932322,-2.27,0.51,19.78105727,-11.44901961,20.50365297,10.3,10.23,1.26E+18,517091.3,10.22,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.31,1.26E+18,517091.3,0.29,38.01644531,-122.0130123,24.26987267,0.631102513,2.21279719,0.152208035,-0.0117,2.218025854,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.73079713,2.06390857,0.886021934,3.934912304,0.047384852,-0.307640525,-0.785143328,0.075630429,-0.31971045,-0.778076686,1.108056479,1.053908244,-9.234197821,1.4399,0.9117,-9.2035
1.31,0.32,1260315491,517091.31,69.74,1,44.88,5.847,45.25927318,7.422729943,-2.3,0.64,19.51304348,-9.1359375,20.4,10.31,10.24,1.26E+18,517091.31,10.23,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0.32,1.26E+18,517091.31,0.3,38.01644536,-122.0130121,24.26996422,0.653331154,2.222774099,0.146558369,-0.0093,2.227600514,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.72157251,2.060470823,0.887053258,3.772330695,0.104284481,-0.346163848,-0.925977233,0.137509871,-0.360390453,-0.916159514,1.003964737,-0.601941104,-9.558936646,1.347,-0.7492,-9.5062
1.32,0.33,1260315491,517091.32,69.73,1,44.857,5.852,45.23711256,7.432773109,-2.29,0.46,19.58820961,-12.72173913,20.29728507,10.32,10.25,1.26E+18,517091.32,10.24,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.33,1.26E+18,517091.32,0.31,38.01644543,-122.0130119,24.27012825,0.675661778,2.233591877,0.150182215,-0.0054,2.238635158,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.7122333,2.056059048,0.887282442,3.846662822,0.047041152,-0.431359702,-0.861586405,0.07792226,-0.444615249,-0.852561199,1.07341832,0.363643054,-9.414664864,1.4105,0.2185,-9.3746
1.33,0.34,1260315491,517091.33,69.72,1,44.834,5.858,45.21508288,7.444082626,-2.32,0.58,19.325,-10.1,20.1954955,10.33,10.26,1.26E+18,517091.33,10.25,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.34,1.26E+18,517091.33,0.32,38.01644549,-122.0130116,24.27026176,0.698098877,2.244077107,0.145495622,-0.0127,2.248788794,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.70243572,2.053194259,0.888944019,3.709602277,0.164095026,-0.292485418,-0.988062332,0.199389313,-0.307678336,-0.976893041,1.045732088,-0.50957737,-10.52378916,1.4221,-0.6721,-10.4704
1.34,0.35,1260315491,517091.34,69.71,1,44.81,5.864,45.19206342,7.455567675,-2.32,0.52,19.31465517,-11.27692308,20.0941704,10.34,10.27,1.26E+18,517091.34,10.26,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.35,1.26E+18,517091.34,0.33,38.01644555,-122.0130114,24.27030754,0.720639639,2.254154698,0.153396368,-0.0064,2.25936802,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.69412783,2.048782484,0.891293146,3.893004856,0.236978372,-0.444286334,-0.843947634,0.266998333,-0.457220321,-0.827924014,1.013186917,0.749635269,-9.173630042,1.3405,0.6075,-9.1421
1.35,0.36,1260315491,517091.35,69.7,1,44.787,5.871,45.17016726,7.468157274,-2.34,0.63,19.13974359,-9.319047619,19.99419643,10.35,10.28,1.26E+18,517091.35,10.27,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.36,1.26E+18,517091.35,0.34,38.01644561,-122.0130111,24.27051926,0.743282908,2.264344198,0.148096763,-0.0106,2.269182077,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.6837573,2.045287441,0.892267174,3.742033275,0.11674165,-0.337963256,-0.969295142,0.151260858,-0.352942002,-0.959131349,1.017710404,-0.540186327,-10.21977821,1.3818,-0.6986,-10.1673
1.36,0.37,1260315491,517091.36,69.69,1,44.764,5.876,45.14801294,7.478242555,-2.34,0.51,19.12991453,-11.52156863,19.89511111,10.36,10.29,1.26E+18,517091.36,10.28,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.37,1.26E+18,517091.36,0.35,38.01644567,-122.0130109,24.27057457,0.766022727,2.27401295,0.149079686,-0.0052,2.278894392,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.6741889,2.040761075,0.892209879,3.750827973,-0.00437106,-0.454376534,-0.95932722,0.029793805,-0.469252434,-0.951682898,0.965474523,0.065134274,-9.25115109,1.2943,-0.0783,-9.2108
1.37,0.38,1260315491,517091.37,69.68,1,44.74,5.883,45.12512924,7.491020973,-2.36,0.61,18.95762712,-9.644262295,19.79646018,10.37,10.3,1.26E+18,517091.37,10.29,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.38,1.26E+18,517091.37,0.36,38.01644573,-122.0130106,24.27070999,0.788856856,2.283025364,0.149818016,-0.0125,2.287935805,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.6647351,2.037609807,0.892954724,3.754513698,0.076800467,-0.314713283,-0.951440553,0.110580854,-0.329450732,-0.943088531,0.906750646,0.032655149,-10.53346584,1.2807,-0.1309,-10.4938
1.38,0.39,1260315491,517091.38,69.67,1,44.716,5.889,45.10211721,7.50255288,-2.37,0.6,18.86751055,-9.815,19.69867841,10.38,10.31,1.26E+18,517091.38,10.3,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.39,1.26E+18,517091.38,0.37,38.0164458,-122.0130104,24.27091408,0.811784039,2.292567105,0.148875819,-0.0104,2.297395904,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.65430727,2.033828285,0.891006667,3.715483843,-0.171524803,-0.36930624,-0.971549141,-0.136936913,-0.384454681,-0.971163463,0.941891252,-0.106761046,-9.585980489,1.2815,-0.2552,-9.5437
1.39,0.4,1260315491,517091.39,69.66,1,44.692,5.895,45.07910701,7.51409656,-2.38,0.59,18.77815126,-9.991525424,19.60175439,10.39,10.32,1.26E+18,517091.39,10.31,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.4,1.26E+18,517091.39,0.38,38.01644586,-122.0130101,24.27103233,0.834812363,2.302842757,0.158242866,-0.0125,2.308273288,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.64628586,2.030734313,0.889975343,3.930975271,-0.105164165,-0.310148366,-0.799246801,-0.076776345,-0.322575239,-0.797557251,1.027306404,0.908094286,-10.00798589,1.3813,0.7532,-9.9782
1.4,0.41,1260315491,517091.4,69.65,1,44.668,5.903,45.05636063,7.528173417,-2.39,0.61,18.68953975,-9.67704918,19.50567686,10.4,10.33,1.26E+18,517091.4,10.32,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.41,1.26E+18,517091.4,0.39,38.01644592,-122.0130099,24.27110672,0.857935935,2.311720122,0.14788309,-0.0073,2.316445408,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.63597262,2.026551721,0.887397033,3.660281818,-0.255277232,-0.422931514,-1.025028249,-0.218869878,-0.438885671,-1.026740369,0.89447243,-1.084733643,-9.283445873,1.2222,-1.2278,-9.2281
1.41,0.42,1260315491,517091.41,69.65,1,44.644,5.907,45.03309211,7.537219308,-2.38,0.47,18.75798319,-12.56808511,19.41043478,10.41,10.34,1.26E+18,517091.41,10.33,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.42,1.26E+18,517091.41,0.4,38.01644598,-122.0130096,24.27131271,0.881155375,2.322124837,0.158938481,-0.0084,2.327557776,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.62714907,2.022884791,0.886652188,3.915518784,-0.043445733,-0.365676499,-0.808012288,-0.014896903,-0.378152145,-0.803286829,1.039745022,1.112430207,-9.904140366,1.3887,0.9597,-9.8773
1.42,0.43,1260315491,517091.42,69.64,1,44.62,5.914,45.0102188,7.550060328,-2.42,0.65,18.43801653,-9.098461538,19.31601732,10.42,10.35,1.26E+18,517091.42,10.34,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0.43,1.26E+18,517091.42,0.41,38.01644604,-122.0130094,24.27140617,0.904482958,2.332413755,0.159367794,-0.0107,2.33785201,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.61895577,2.020134594,0.884818723,3.908796922,-0.18018484,-0.280675854,-0.81734549,-0.151260858,-0.293354391,-0.818756689,1.034448387,0.004697699,-10.02801554,1.3873,-0.1495,-9.9842
1.43,0.44,1260315491,517091.43,69.63,1,44.596,5.92,44.98721614,7.561651884,-2.4,0.47,18.58166667,-12.59574468,19.22241379,10.43,10.36,1.26E+18,517091.43,10.35,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.44,1.26E+18,517091.43,0.42,38.0164461,-122.0130091,24.27151108,0.927908321,2.342045575,0.155848307,-0.005,2.347225206,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.61013222,2.016009298,0.886251118,3.807058738,0.14003762,-0.418355085,-0.891545253,0.171314381,-0.432010178,-0.879490216,0.961089341,-0.390591561,-9.230163925,1.2852,-0.5327,-9.1835
1.44,0.45,1260315491,517091.44,69.62,1,44.572,5.925,44.96408354,7.571992157,-2.42,0.48,18.41818182,-12.34375,19.12961373,10.44,10.37,1.26E+18,517091.44,10.36,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.45,1.26E+18,517091.44,0.43,38.01644617,-122.0130089,24.27168274,0.951423776,2.350502053,0.158947917,-0.0056,2.355870187,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.60102219,2.011540227,0.885964639,3.868620746,0.005973899,-0.445985197,-0.84195163,0.035523383,-0.458939194,-0.83422655,0.848251263,0.310888089,-9.856515083,1.1937,0.159,-9.8243
1.45,0.46,1260315491,517091.45,69.61,1,44.548,5.93,44.94095242,7.582343075,-2.43,0.54,18.33251029,-10.98148148,19.03760684,10.45,10.38,1.26E+18,517091.45,10.37,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.46,1.26E+18,517091.45,0.44,38.01644623,-122.0130086,24.2718544,0.97502692,2.359424054,0.160482746,-0.0169,2.364875595,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.5927143,2.009477579,0.887969991,3.89113745,0.200466468,-0.209450275,-0.838814929,0.229756076,-0.222307625,-0.827924014,0.887021673,0.12378811,-10.93471789,1.2699,-0.0451,-10.8975
1.46,0.47,1260315491,517091.46,69.6,1,44.523,5.937,44.91709583,7.595402009,-2.44,0.5,18.24713115,-11.874,18.94595745,10.46,10.39,1.26E+18,517091.46,10.38,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.47,1.26E+18,517091.46,0.45,38.0164463,-122.0130083,24.2719593,0.998724871,2.368948682,0.163820849,-0.0161,2.374606311,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.58497937,2.007586818,0.885162498,3.955899848,-0.278085165,-0.190818232,-0.769556152,-0.250955514,-0.202827059,-0.775784855,0.959019516,0.295564659,-9.718850735,1.2989,0.146,-9.6827
1.47,0.48,1260315491,517091.47,69.59,1,44.499,5.942,44.89396802,7.605775821,-2.44,0.49,18.23729508,-12.12653061,18.85550847,10.47,10.4,1.26E+18,517091.47,10.39,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.48,1.26E+18,517091.47,0.46,38.01644637,-122.0130081,24.27211571,1.022515651,2.378248775,0.158944655,-0.0044,2.383554203,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.57529639,2.003461522,0.885907343,3.823542474,0.101310556,-0.412383464,-0.906112571,0.132926208,-0.4262806,-0.895533034,0.933148394,-0.493037656,-8.621942333,1.234,-0.6257,-8.5754
1.48,0.49,1260315491,517091.48,69.58,1,44.474,5.946,44.86971798,7.615063895,-2.45,0.43,18.15265306,-13.82790698,18.76540084,10.48,10.41,1.26E+18,517091.48,10.4,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0.49,1.26E+18,517091.48,0.47,38.01644643,-122.0130078,24.27224731,1.04640134,2.387287214,0.173561341,-0.0126,2.393588056,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.56922303,2.001055099,0.886480301,4.158220666,0.05939571,-0.245539386,-0.613655442,0.080787049,-0.254966219,-0.607335263,0.902084879,1.437562775,-10.61819931,1.2723,1.2737,-10.6012
1.49,0.5,1260315491,517091.49,69.58,1,44.449,5.953,44.84586726,7.628160975,-2.47,0.55,17.99554656,-10.82363636,18.67605042,10.49,10.42,1.26E+18,517091.49,10.41,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.5,1.26E+18,517091.49,0.48,38.01644649,-122.0130076,24.27233315,1.070377636,2.395992024,0.16678711,-0.0058,2.401790107,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.56143081,1.997101691,0.886365709,3.981986049,-0.011078523,-0.394812488,-0.778061273,0.016042818,-0.406800035,-0.77177415,0.878230441,-0.705471368,-9.119444731,1.1955,-0.8459,-9.0713
1.5,0.51,1260315492,517091.5,69.57,1,44.425,5.956,44.8224783,7.636034295,-2.45,0.3,18.13265306,-19.85333333,18.58786611,10.5,10.43,1.26E+18,517091.5,10.42,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.51,1.26E+18,517091.5,0.49,38.01644656,-122.0130073,24.27261925,1.094438112,2.404439642,0.166460866,-0.0178,2.410194849,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.55289374,1.995669296,0.88716785,3.960303778,0.105188432,-0.147003003,-0.798346286,0.132926208,-0.159282267,-0.791827673,0.840370071,-0.034409536,-11.00218561,1.223,-0.2042,-10.9644
1.51,0.52,1260315492,517091.51,69.56,1,44.4,5.961,44.79836516,7.646621169,-2.48,0.44,17.90322581,-13.54772727,18.5,10.51,10.44,1.26E+18,517091.51,10.43,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0.52,1.26E+18,517091.51,0.5,38.01644662,-122.013007,24.27272415,1.118589272,2.413713234,0.173303326,-0.0114,2.41992678,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.54619013,1.99303369,0.886995963,4.106759145,-0.016999714,-0.262388749,-0.669733042,0.006302536,-0.27272791,-0.665776958,0.926994361,0.653604823,-9.154251102,1.2448,0.5124,-9.1255
1.52,0.53,1260315492,517091.52,69.55,1,44.375,5.966,44.77425355,7.657219447,-2.49,0.45,17.82128514,-13.25777778,18.48958333,10.52,10.45,1.26E+18,517091.52,10.44,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0.53,1.26E+18,517091.52,0.51,38.01644668,-122.0130068,24.27283478,1.142830069,2.422392458,0.170035373,-0.0104,2.428352785,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.53868438,1.990283493,0.886365709,4.01518589,-0.060618478,-0.281690635,-0.754518586,-0.034377468,-0.293354391,-0.751720627,0.870693765,-0.365637594,-9.707208679,1.2073,-0.5152,-9.6643
1.53,0.54,1260315492,517091.53,69.55,1,44.35,5.97,44.75001006,7.666560241,-2.48,0.35,17.88306452,-17.05714286,18.40248963,10.53,10.46,1.26E+18,517091.53,10.45,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.54,1.26E+18,517091.53,0.52,38.01644675,-122.0130065,24.27308083,1.167160335,2.431288198,0.176756951,-0.0089,2.437704929,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.531637,1.987246817,0.885047906,4.158141803,-0.102320777,-0.301538529,-0.619204661,-0.080787049,-0.311116083,-0.617648503,0.892977351,0.682538246,-9.647872213,1.227,0.534,-9.6205
1.54,0.55,1260315492,517091.54,69.54,1,44.326,5.974,44.72675879,7.675740057,-2.5,0.41,17.7304,-14.57073171,18.31652893,10.54,10.47,1.26E+18,517091.54,10.46,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.55,1.26E+18,517091.54,0.53,38.01644681,-122.0130062,24.27325058,1.19157499,2.439033821,0.173976147,-0.0161,2.445230803,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.52464692,1.985585239,0.88607923,4.079994522,0.101661011,-0.171369055,-0.705688612,0.126050715,-0.182200579,-0.69900851,0.777848139,-0.310901442,-10.51772767,1.1418,-0.473,-10.4784
1.55,0.56,1260315492,517091.55,69.53,1,44.3,5.979,44.70166038,7.686542448,-2.49,0.3,17.79116466,-19.93,18.23045267,10.55,10.48,1.26E+18,517091.55,10.47,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.56,1.26E+18,517091.55,0.54,38.01644688,-122.013006,24.27339745,1.216065358,2.446491349,0.174838117,-0.0139,2.452730782,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.51737035,1.983064225,0.88567816,4.087684361,-0.037897392,-0.255727625,-0.730249614,-0.012605071,-0.266998333,-0.727083442,0.742570676,0.059443531,-9.576152639,1.0735,-0.0881,-9.5445
1.56,0.57,1260315492,517091.56,69.52,1,44.275,5.982,44.67728672,7.694643444,-2.51,0.37,17.63944223,-16.16756757,18.1454918,10.56,10.49,1.26E+18,517091.56,10.48,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0.57,1.26E+18,517091.56,0.55,38.01644695,-122.0130057,24.2737751,1.240618744,2.452260597,0.168868271,-0.023,2.458068048,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.50791655,1.981689126,0.884245765,3.939299474,-0.116497675,-0.135009132,-0.864987948,-0.086516627,-0.148396069,-0.866312186,0.582886115,-0.612542318,-10.70738497,0.9528,-0.7773,-10.6701
1.57,0.58,1260315492,517091.57,69.52,1,44.25,5.986,44.653048,7.704024839,-2.52,0.39,17.55952381,-15.34871795,18.06122449,10.57,10.5,1.26E+18,517091.57,10.49,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.58,1.26E+18,517091.57,0.56,38.01644701,-122.0130054,24.27394676,1.265241396,2.460009317,0.178365943,-0.0173,2.46646716,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.50104106,1.979282703,0.880979906,4.14704256,-0.324975406,-0.242690114,-0.67767768,-0.3013758,-0.253247345,-0.684684565,0.77256914,0.919875342,-9.23303587,1.091,0.7783,-9.2139
1.58,0.59,1260315492,517091.58,69.51,1,44.225,5.993,44.62921324,7.717233028,-2.54,0.5,17.41141732,-11.986,18.05102041,10.58,10.51,1.26E+18,517091.58,10.5,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.59,1.26E+18,517091.58,0.57,38.01644707,-122.0130052,24.27404022,1.289945833,2.468210777,0.175254247,-0.0148,2.474424881,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.49347801,1.976532506,0.879031849,4.061445916,-0.196205026,-0.280615271,-0.751513698,-0.170168465,-0.292208476,-0.753439501,0.819820955,-0.340190317,-9.540890056,1.1484,-0.486,-9.5006
1.59,0.6,1260315492,517091.59,69.5,1,44.199,5.996,44.60385204,7.725536626,-2.53,0.35,17.46996047,-17.13142857,17.96707317,10.59,10.52,1.26E+18,517091.59,10.51,38.01653699,-122.0125098,0.100000001,0,0,0,0,0,8,RTK Integer (6),RTK Integer (6),,342.0007997,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0.6,1.26E+18,517091.59,0.58,38.01644714,-122.0130049,24.27433968,1.314732726,2.476647334,0.175252448,-0.0157,2.482840196,11,RTK Integer (6),gxInteger (24),RTK Integer (6),69.48522742,1.974355266,0.875880581,4.047615498,-0.289437534,-0.213073348,-0.746110178,-0.263560586,-0.224599456,-0.752293585,0.843913974,-0.006272366,-9.888692357,1.1841,-0.1569,-9.8525
